,1950,1960,1970,1980,1990
PROFESSOR,0.0,0.0,0.0,0.0,1.0
PROFILEN,0.0,0.0,0.0,0.0,2.0
PROGRAM,0.0,2.0,0.0,0.0,0.0
PROGRAMSItXR,0.0,0.0,0.0,0.0,2.0
PROSENT,0.0,0.0,0.0,0.0,2.0
PRRS,0.0,0.0,0.0,0.0,2.0
PRØVD,0.0,2.0,0.0,0.0,0.0
PRØVER,0.0,0.0,0.0,0.0,2.0
PRØVES,2.0,0.0,0.0,0.0,0.0
PRØVESTANS-FORHANDLINGER,0.0,2.0,0.0,0.0,0.0
PST,2.0,0.0,0.0,0.0,0.0
PSYKOLOGER,0.0,0.0,0.0,0.0,4.0
PT,0.0,0.0,0.0,0.0,2.0
PUBLIKUMS,2.0,0.0,0.0,0.0,0.0
PUS,0.0,0.0,0.0,0.0,4.0
PUdtek,2.0,0.0,0.0,0.0,0.0
PWUBIBII,0.0,0.0,0.0,0.0,2.0
PWV,0.0,0.0,0.0,0.0,1.0
PXi,0.0,0.0,0.0,0.0,2.0
Pa,12.0,2.0,4.0,1.0,12.0
Paddy,0.0,0.0,0.0,0.0,1.0
Pahle,0.0,0.0,0.0,0.0,2.0
Pairing,0.0,0.0,0.0,0.0,2.0
Pajero,0.0,0.0,0.0,0.0,2.0
Pakistan,16.0,8.0,2.0,7.0,1.0
Pakistans,6.0,0.0,0.0,0.0,0.0
Pakistaus,2.0,0.0,0.0,0.0,0.0
Pakkene,0.0,0.0,0.0,1.0,1.0
Pakketur,0.0,0.0,0.0,0.0,2.0
Palivizumab,0.0,0.0,0.0,0.0,4.0
Palm,0.0,0.0,0.0,0.0,2.0
Palmas,0.0,0.0,2.0,0.0,0.0
Palmes,0.0,0.0,2.0,0.0,0.0
Palo,0.0,0.0,0.0,0.0,2.0
Palotas,2.0,0.0,0.0,0.0,0.0
Pamfilius,2.0,0.0,0.0,0.0,0.0
Panama-viruset,0.0,0.0,0.0,0.0,2.0
Panasonic,0.0,0.0,0.0,0.0,2.0
Pancras,0.0,0.0,0.0,0.0,2.0
Panene,2.0,0.0,0.0,0.0,0.0
Panicali,0.0,0.0,0.0,2.0,0.0
Panikk,2.0,0.0,0.0,0.0,0.0
Panmark,2.0,0.0,0.0,0.0,0.0
Panskogkattene,0.0,0.0,0.0,0.0,2.0
Paoletti,0.0,0.0,0.0,2.0,0.0
Papillen,0.0,0.0,0.0,2.0,0.0
Papilloma,0.0,0.0,0.0,0.0,2.0
Papillon,0.0,0.0,0.0,0.0,6.0
Papillon-valper,0.0,0.0,0.0,4.0,0.0
Papillonvalp,0.0,0.0,0.0,0.0,2.0
Papillonvalper,0.0,0.0,0.0,2.0,0.0
Paplllon-hvalper,0.0,0.0,0.0,2.0,2.0
Paplllonvalper,0.0,0.0,0.0,2.0,0.0
Pappilon,0.0,0.0,0.0,0.0,4.0
Parade,0.0,0.0,0.0,0.0,2.0
Paradoksalt,0.0,0.0,0.0,0.0,6.0
Parakitter,0.0,0.0,0.0,0.0,2.0
Parallelt,0.0,0.0,2.0,2.0,0.0
Paralysis,4.0,0.0,0.0,0.0,0.0
Paraplyer,2.0,0.0,0.0,0.0,0.0
Parasittbehandling,0.0,0.0,0.0,0.0,2.0
Paratuberkolose,0.0,0.0,0.0,0.0,2.0
Paratyfus,0.0,0.0,2.0,2.0,2.0
Parbo,0.0,0.0,0.0,0.0,2.0
Paret,0.0,0.0,0.0,0.0,2.0
Pariamentsformann,0.0,0.0,0.0,0.0,2.0
Paring,0.0,0.0,0.0,0.0,4.0
Paris,20.0,10.0,4.0,7.0,7.0
Park,2.0,0.0,0.0,0.0,2.0
Parnng,0.0,0.0,0.0,0.0,2.0
Parr,0.0,0.0,0.0,0.0,5.0
Parrafilarla,0.0,0.0,0.0,2.0,0.0
Parret,0.0,0.0,0.0,0.0,2.0
Parring,0.0,0.0,0.0,0.0,44.0
Partiene,0.0,0.0,2.0,0.0,2.0
Partikkelen,0.0,0.0,0.0,0.0,2.0
Partistillingen,2.0,0.0,0.0,0.0,0.0
Parvo,0.0,0.0,0.0,17.0,63.0
Parvo-,0.0,0.0,0.0,6.0,2.0
Parvo-virus,0.0,0.0,1.0,5.0,0.0
Parvocinc,0.0,0.0,0.0,4.0,0.0
Parvocine,0.0,0.0,0.0,4.0,0.0
Parvovlrus,0.0,0.0,1.0,1.0,0.0
Paryo,0.0,0.0,0.0,0.0,2.0
Pasienten,0.0,0.0,0.0,4.0,0.0
Pasientene,0.0,0.0,0.0,4.0,4.0
Pasienter,0.0,0.0,0.0,0.0,6.0
Pasientforening,0.0,0.0,0.0,0.0,2.0
Pasientskadeerstatning,0.0,0.0,0.0,0.0,2.0
Pasientskadehjelp,0.0,0.0,0.0,2.0,0.0
Pass,0.0,0.0,0.0,2.0,5.0
Passasjerantallet,0.0,0.0,2.0,0.0,0.0
Passasjertrafikk,0.0,2.0,0.0,0.0,0.0
Passer,0.0,0.0,0.0,0.0,2.0
Passop,0.0,0.0,0.0,0.0,14.0
Pastcur,0.0,0.0,2.0,0.0,0.0
Pasteui,0.0,0.0,2.0,0.0,0.0
Pasteur,23.0,45.0,19.0,7.0,8.0
Pasteur-Vaccins,0.0,0.0,0.0,2.0,0.0
Pasteur-insUtuttet,2.0,0.0,0.0,0.0,0.0
Pasteur-instihittet,2.0,0.0,0.0,0.0,0.0
Pasteur-institutet,0.0,1.0,1.0,0.0,0.0
Pasteur-instituttet,12.0,4.0,4.0,6.0,0.0
Pasteur-instituttets,2.0,0.0,0.0,0.0,0.0
Pasteurinstituttet,2.0,4.0,0.0,2.0,2.0
Pasteurinstituttets,0.0,0.0,2.0,0.0,0.0
Pasteurlnstituttet,2.0,0.0,0.0,0.0,0.0
Pasteurs,2.0,14.0,2.0,4.0,10.0
Pastiller,0.0,0.0,0.0,0.0,2.0
Pastor,0.0,1.0,1.0,0.0,0.0
Patarroyo,0.0,0.0,0.0,0.0,2.0
Patarroyos,0.0,0.0,0.0,0.0,2.0
Patenteringen,0.0,0.0,0.0,2.0,0.0
Patrick,0.0,2.0,0.0,0.0,0.0
Pattys,0.0,0.0,2.0,0.0,0.0
Paukson,0.0,0.0,0.0,0.0,2.0
Paul,0.0,8.0,2.0,0.0,4.0
Pauli,0.0,0.0,0.0,0.0,2.0
Paulo,0.0,2.0,0.0,0.0,0.0
Paulsen,2.0,0.0,0.0,4.0,4.0
Paulus,0.0,0.0,0.0,0.0,2.0
Pave,2.0,0.0,0.0,0.0,0.0
Pavlan,0.0,0.0,0.0,6.0,0.0
Paxton,0.0,0.0,0.0,0.0,2.0
Payne,6.0,0.0,0.0,0.0,0.0
Paz,0.0,2.0,0.0,0.0,0.0
Pd,0.0,0.0,0.0,4.0,0.0
Pearl,0.0,4.0,0.0,0.0,0.0
Peart,0.0,2.0,0.0,0.0,0.0
Peck,0.0,2.0,0.0,0.0,0.0
Pedagogisk-psykologisk,0.0,0.0,0.0,0.0,2.0
Peder,2.0,0.0,0.0,0.0,4.0
Peder-,0.0,2.0,0.0,0.0,0.0
Pedersen,2.0,4.0,4.0,2.0,16.0
Peebles,1.0,1.0,0.0,0.0,0.0
Pei,1.0,1.0,0.0,0.0,0.0
Pei-,0.0,0.0,2.0,0.0,0.0
Peking,4.0,0.0,0.0,0.0,0.0
Peking-Chinas,2.0,0.0,0.0,0.0,0.0
Peking-kringkasteren,2.0,0.0,0.0,0.0,0.0
Pelon,2.0,0.0,0.0,0.0,0.0
Pelsdyralslag,2.0,2.0,0.0,0.0,0.0
Pelsdyralslags,1.0,1.0,0.0,0.0,0.0
Pelsdyravlslag,0.0,7.0,1.0,0.0,0.0
Pelsdyrblad,0.0,10.0,0.0,0.0,0.0
Pelsdyrforlaget,0.0,0.0,2.0,0.0,0.0
Pelsdyrtrygdelaget,0.0,0.0,0.0,0.0,2.0
Pem,0.0,0.0,0.0,0.0,1.0
Pen,2.0,0.0,0.0,0.0,2.0
Pen-,0.0,0.0,0.0,0.0,2.0
Pengelotteriet,0.0,2.0,0.0,0.0,0.0
Pengene,8.0,2.0,2.0,2.0,6.0
Penger,0.0,0.0,0.0,0.0,4.0
Penmenterer,0.0,2.0,0.0,0.0,0.0
Pennsylvania,0.0,0.0,0.0,0.0,2.0
Penoner,0.0,0.0,0.0,0.0,2.0
Pensjonist,0.0,0.0,0.0,0.0,2.0
Pensjonistene,0.0,0.0,0.0,0.0,1.0
Pensjonistkino,0.0,0.0,0.0,0.0,14.0
Pensjonistpartiet,0.0,0.0,0.0,0.0,2.0
Pensjonskasse,0.0,0.0,0.0,0.0,2.0
Pent,0.0,2.0,0.0,0.0,2.0
Pentagon,0.0,0.0,0.0,0.0,2.0
Pentium,0.0,0.0,0.0,0.0,2.0
Pepe,0.0,0.0,0.0,0.0,2.0
Peppone,2.0,0.0,0.0,0.0,0.0
Peptid,0.0,0.0,0.0,8.0,0.0
Per,2.0,4.0,6.0,16.0,41.0
Per-Jan,0.0,0.0,0.0,0.0,2.0
Peraerkattunger,0.0,0.0,0.0,1.0,1.0
Perforer,0.0,0.0,0.0,0.0,2.0
Perleparakitt,0.0,0.0,0.0,0.0,2.0
Perlmann,0.0,0.0,0.0,2.0,0.0
Peron,2.0,0.0,0.0,0.0,0.0
Perorale,0.0,2.0,0.0,0.0,0.0
Perre,0.0,0.0,0.0,6.0,6.0
Perry,0.0,2.0,0.0,0.0,2.0
Perser,0.0,0.0,0.0,0.0,5.0
Perser-unger,0.0,0.0,0.0,0.0,2.0
Persere,0.0,0.0,0.0,0.0,2.0
Perserjenter,0.0,0.0,0.0,0.0,2.0
Perserkattunge,0.0,0.0,0.0,1.0,1.0
Perserkattunger,0.0,0.0,0.0,0.0,6.0
Perserunger,0.0,0.0,0.0,0.0,2.0
Persia,7.0,7.0,0.0,0.0,0.0
Persiabukta,0.0,0.0,0.0,0.0,2.0
Personalet,0.0,0.0,0.0,2.0,0.0
Personei,0.0,0.0,0.0,0.0,2.0
Personellet,0.0,0.0,0.0,0.0,2.0
Personer,0.0,2.0,4.0,4.0,40.0
Personlig,0.0,0.0,0.0,8.0,2.0
Personlige,0.0,0.0,0.0,4.0,0.0
Peru,0.0,0.0,0.0,0.0,2.0
Pessel,0.0,0.0,0.0,0.0,1.0
Pessimist,0.0,0.0,0.0,1.0,1.0
Pesten,0.0,2.0,0.0,0.0,0.0
Pet,0.0,0.0,2.0,0.0,0.0
Peter,0.0,0.0,2.0,4.0,2.0
Petersen,0.0,0.0,0.0,2.0,0.0
Petersi,0.0,0.0,0.0,0.0,2.0
Petra,0.0,0.0,0.0,2.0,0.0
Petrovic,0.0,0.0,0.0,2.0,0.0
Petrovich,0.0,0.0,0.0,1.0,1.0
Petter,2.0,0.0,1.0,3.0,8.0
Petteraen,2.0,0.0,0.0,0.0,0.0
Pettersen,2.0,0.0,0.0,2.0,0.0
Pettersson,0.0,0.0,0.0,2.0,0.0
Pfeiffer,0.0,0.0,0.0,1.0,1.0
Pft,1.0,1.0,0.0,0.0,0.0
Pga,0.0,0.0,0.0,1.0,3.0
Pggdli,2.0,0.0,0.0,0.0,0.0
Phan,0.0,0.0,0.0,0.0,2.0
Pharmacia,0.0,0.0,2.0,0.0,0.0
Pharmacla,0.0,0.0,2.0,0.0,0.0
Pharmaua,0.0,0.0,2.0,0.0,0.0
Philadelphia,6.0,8.0,0.0,0.0,0.0
Philippinene,0.0,4.0,0.0,0.0,0.0
Pi,2.0,0.0,2.0,2.0,0.0
Pia,0.0,0.0,0.0,0.0,2.0
Pickelner,2.0,0.0,0.0,0.0,0.0
Pierino,0.0,0.0,0.0,0.0,2.0
Pierre,0.0,12.0,0.0,0.0,0.0
Pieterburen,0.0,0.0,0.0,2.0,0.0
Pig-,0.0,0.0,0.0,0.0,2.0
Piiplllon-hvalper,0.0,0.0,0.0,1.0,1.0
Pike,3.0,1.0,0.0,0.0,0.0
Piken,0.0,0.0,0.0,2.0,0.0
Pillene,2.0,0.0,0.0,0.0,0.0
Piller,0.0,4.0,0.0,0.0,0.0
Pindborg,0.0,0.0,0.0,4.0,0.0
Pines,0.0,0.0,0.0,0.0,2.0
Pinlig,0.0,0.0,0.0,0.0,2.0
Pinnland,2.0,0.0,0.0,0.0,0.0
Pinoccio,0.0,0.0,0.0,0.0,2.0
Pinochet,0.0,0.0,0.0,0.0,2.0
Pins,2.0,0.0,0.0,0.0,0.0
Pioner,2.0,0.0,0.0,0.0,0.0
Pionerer,0.0,0.0,0.0,2.0,0.0
Pirat-parabol,0.0,0.0,0.0,0.0,2.0
Pirbright,0.0,0.0,0.0,0.0,2.0
Pirbright-laboratoriet,0.0,2.0,0.0,0.0,0.0
Piren,0.0,0.0,2.0,0.0,0.0
Pirquet-prøve,0.0,2.0,0.0,0.0,0.0
Pirquetprøver,1.0,0.0,0.0,0.0,0.0
Pistol,0.0,0.0,0.0,0.0,2.0
Pistolen,1.0,3.0,0.0,0.0,0.0
Pit,1.0,1.0,0.0,0.0,0.0
Piteå,0.0,0.0,0.0,2.0,0.0
Pittsburg,10.0,0.0,2.0,0.0,0.0
Pittsburgh,4.0,0.0,2.0,0.0,0.0
Pittsburgh-legen,4.0,0.0,0.0,0.0,0.0
Pl,1.0,2.0,0.0,2.0,2.0
Plager,0.0,0.0,0.0,0.0,2.0
Plagge,0.0,0.0,0.0,0.0,2.0
Plagsomt,0.0,0.0,0.0,0.0,2.0
Plan,0.0,0.0,0.0,0.0,2.0
Planene,14.0,0.0,0.0,0.0,0.0
Planer,0.0,0.0,0.0,0.0,2.0
Planløsningen,2.0,0.0,0.0,0.0,0.0
Plansje,0.0,0.0,0.0,0.0,2.0
Planskisser,0.0,0.0,0.0,0.0,2.0
Planteforskiungsinstituttet,0.0,0.0,0.0,0.0,2.0
Planteforskningsinstituttet,0.0,0.0,0.0,0.0,2.0
Planteslekt,0.0,0.0,0.0,2.0,0.0
Plasseringen,0.0,0.0,0.0,0.0,2.0
Plassert,0.0,0.0,0.0,0.0,2.0
Plastsnekke,0.0,0.0,0.0,0.0,2.0
Plata,2.0,0.0,0.0,0.0,0.0
Pleiepersonell,0.0,0.0,0.0,0.0,2.0
Plenklipperne,2.0,0.0,0.0,0.0,0.0
Plere,0.0,0.0,0.0,0.0,2.0
Plesjå,0.0,0.0,0.0,0.0,2.0
Pli,4.0,0.0,0.0,0.0,0.0
Plnther,0.0,2.0,0.0,0.0,0.0
Plonerer,0.0,0.0,0.0,2.0,0.0
Plummer,0.0,0.0,0.0,0.0,6.0
Plunneche,0.0,0.0,0.0,0.0,2.0
Plurdalen,0.0,0.0,0.0,0.0,2.0
Plus,0.0,0.0,0.0,2.0,0.0
Pluss,0.0,0.0,0.0,0.0,6.0
Plysfregutfensom,0.0,2.0,0.0,0.0,0.0
Plystregutten,0.0,2.0,0.0,0.0,0.0
Pn,0.0,0.0,0.0,0.0,2.0
Pneumcx,0.0,0.0,0.0,0.0,2.0
Pneumkokkvaksinasjon,0.0,0.0,0.0,0.0,2.0
Pneumokokkbaktenen,0.0,0.0,0.0,0.0,2.0
Pneumokokkbakterien,0.0,0.0,0.0,0.0,4.0
Pneumokokkbakteriene,0.0,0.0,0.0,0.0,2.0
Pneumokokker,0.0,0.0,0.0,0.0,8.0
Pneumokokkvaksine,0.0,0.0,0.0,0.0,6.0
Pneumokokkvaksinen,0.0,0.0,0.0,0.0,2.0
PoSio-vaksine,1.0,1.0,0.0,0.0,0.0
Poenget,10.0,0.0,0.0,0.0,0.0
Pogorely,0.0,0.0,0.0,0.0,6.0
Point,0.0,0.0,0.0,2.0,0.0
Poitservice,0.0,0.0,0.0,0.0,2.0
Pokal-skyting,0.0,0.0,0.0,2.0,0.0
Pol,0.0,0.0,0.0,0.0,2.0
PolO,0.0,0.0,0.0,0.0,1.0
Polarhundcne,0.0,0.0,0.0,0.0,2.0
Polen,10.0,4.0,4.0,2.0,0.0
Polio,8.0,7.0,1.0,9.0,9.0
Polio-vaksinasjon,2.0,0.0,0.0,0.0,0.0
Polio-vaksine,2.0,0.0,0.0,0.0,4.0
Polio-vaksinering,2.0,0.0,0.0,0.0,0.0
Polio-vakslnen,2.0,0.0,0.0,0.0,0.0
Polio-virus,0.0,6.0,0.0,0.0,0.0
PolioPlus,0.0,0.0,0.0,4.0,0.0
Poliobygget,4.0,0.0,0.0,0.0,0.0
Polioforskerne,4.0,0.0,0.0,0.0,0.0
Poliokongressen,0.0,2.0,0.0,0.0,0.0
Poliolags,0.0,0.0,0.0,0.0,2.0
Poliomyelitt,8.0,3.0,5.0,2.0,6.0
Poliomyelitt-vaksine,0.0,0.0,0.0,0.0,4.0
Poliomyelittangrepene,2.0,0.0,0.0,0.0,0.0
Poliomyelitten,4.0,2.0,0.0,0.0,0.0
Poliomyelittforeningen,2.0,0.0,0.0,0.0,0.0
Poliomyelittvaksinering,0.0,2.0,0.0,0.0,0.0
Poliomyelittvaksitiering,0.0,2.0,0.0,0.0,0.0
Polioorganisasjonen,2.0,0.0,0.0,0.0,0.0
Polioskjemaene,2.0,0.0,0.0,0.0,0.0
Poliovaksina,0.0,0.0,0.0,2.0,0.0
Poliovaksinasjon,4.0,0.0,0.0,0.0,0.0
Poliovaksinasjonen,0.0,2.0,0.0,0.0,0.0
Poliovaksine,2.0,0.0,0.0,4.0,0.0
Poliovaksinen,0.0,2.0,0.0,4.0,8.0
Poliovaksinens,0.0,0.0,0.0,1.0,1.0
Poliovakslnen,0.0,0.0,0.0,0.0,2.0
Politi,0.0,2.0,0.0,0.0,0.0
Politiet,4.0,8.0,4.0,3.0,3.0
Politiforbundet,0.0,0.0,0.0,2.0,0.0
Politikammeret,0.0,0.0,0.0,2.0,0.0
Politiken,0.0,0.0,0.0,0.0,8.0
Politikere,0.0,0.0,0.0,0.0,2.0
Politikk,0.0,0.0,0.0,0.0,2.0
Politikon,0.0,2.0,0.0,0.0,0.0
Politimann,0.0,0.0,0.0,2.0,0.0
Politisk,0.0,0.0,0.0,2.0,0.0
Politiske,0.0,0.0,0.0,2.0,0.0
Polkestone,2.0,0.0,0.0,0.0,0.0
PollovaJcslnerlngen,2.0,0.0,0.0,0.0,0.0
Polske,0.0,0.0,0.0,1.0,1.0
Poltovnkslnen,1.0,1.0,0.0,0.0,0.0
Poly-koli,0.0,0.0,2.0,0.0,0.0
Polyvaksinen,0.0,0.0,0.0,1.0,1.0
Pomeranien,0.0,0.0,0.0,0.0,2.0
Populær,0.0,0.0,0.0,0.0,1.0
Populært,0.0,0.0,0.0,0.0,2.0
Por,5.0,1.0,4.0,2.0,2.0
Porebyggende,0.0,0.0,0.0,2.0,0.0
Porekomsten,0.0,2.0,0.0,0.0,0.0
Poreløbig,2.0,0.0,0.0,0.0,0.0
Porsanger,0.0,0.0,0.0,0.0,2.0
Porselensarbeidernes,4.0,0.0,0.0,0.0,0.0
Porsendelsen,0.0,4.0,0.0,0.0,0.0
Porsgrunn,8.0,0.0,0.0,0.0,16.0
Porsjoner,2.0,0.0,0.0,0.0,0.0
Porskere,0.0,0.0,0.0,0.0,2.0
Porskningen,2.0,0.0,0.0,0.0,0.0
Porskningsinstituttet,2.0,0.0,0.0,0.0,0.0
Porsøksresultatene,2.0,0.0,0.0,0.0,0.0
Port,0.0,0.0,2.0,0.0,0.0
Port-au-,0.0,2.0,0.0,0.0,0.0
Porton,0.0,4.0,0.0,0.0,2.0
Ports,0.0,2.0,0.0,0.0,0.0
Portsatt,0.0,2.0,0.0,0.0,0.0
Portugal,0.0,1.0,1.0,0.0,0.0
Poruten,1.0,1.0,0.0,0.0,0.0
Positiv,0.0,2.0,0.0,0.0,0.0
Post,6.0,0.0,0.0,0.0,0.0
Postboks,0.0,0.0,0.0,0.0,2.0
Postboksen,0.0,0.0,0.0,2.0,0.0
Posten,0.0,0.0,0.0,0.0,2.0
Poststed,0.0,0.0,0.0,0.0,2.0
Potet,0.0,0.0,0.0,0.0,4.0
Poteten,0.0,0.0,0.0,0.0,4.0
Potetvaksine,0.0,0.0,0.0,0.0,2.0
Potetåker,0.0,0.0,2.0,0.0,0.0
Potifar,0.0,2.0,0.0,0.0,0.0
Poto,0.0,0.0,0.0,2.0,0.0
Pr,2.0,2.0,0.0,8.0,4.0
Praha,2.0,0.0,0.0,0.0,0.0
Praktfulle,0.0,0.0,0.0,1.0,1.0
Praktiserende,0.0,0.0,0.0,0.0,2.0
Praktiske,4.0,0.0,0.0,0.0,3.0
Prankrlke,0.0,0.0,2.0,0.0,0.0
Preben,2.0,2.0,0.0,0.0,9.0
Prederic,0.0,2.0,0.0,0.0,0.0
Preede,0.0,2.0,0.0,0.0,0.0
Prekær,2.0,0.0,0.0,0.0,0.0
Premstillingen,0.0,2.0,0.0,0.0,0.0
Preparater,0.0,0.0,0.0,0.0,2.0
Preparatet,0.0,0.0,4.0,0.0,2.0
President,8.0,0.0,2.0,2.0,0.0
Presidenten,2.0,0.0,2.0,0.0,0.0
Presidentens,8.0,0.0,0.0,0.0,0.0
Presiserer,0.0,0.0,0.0,2.0,0.0
Presisering,0.0,0.0,0.0,0.0,2.0
Presleys,0.0,0.0,0.0,2.0,0.0
Press,8.0,0.0,0.0,0.0,0.0
Presse-,2.0,0.0,0.0,0.0,0.0
Presseinnsyn,0.0,0.0,0.0,2.0,0.0
Pressekontor,6.0,0.0,0.0,4.0,0.0
Pressekontora,2.0,0.0,0.0,0.0,0.0
Pressekontors,4.0,0.0,0.0,0.0,0.0
Presset,0.0,0.0,0.0,0.0,2.0
Prest,0.0,0.0,0.0,0.0,6.0
Prestegårdens,2.0,0.0,0.0,0.0,0.0
Presterød,0.0,0.0,0.0,0.0,4.0
Presteskifte,0.0,0.0,2.0,0.0,0.0
Prestø,0.0,2.0,0.0,0.0,0.0
Pretfniutdeling,2.0,0.0,0.0,0.0,0.0
Prevensjons-vaksine,0.0,0.0,2.0,0.0,0.0
Prevensjonsvaksine,0.0,0.0,2.0,0.0,2.0
Preventiv,0.0,0.0,2.0,0.0,2.0
Prima,0.0,0.0,0.0,0.0,14.0
Primærlegene,0.0,0.0,0.0,0.0,2.0
Primært,0.0,0.0,0.0,0.0,2.0
Primærvaksinasjonen,0.0,2.0,0.0,0.0,0.0
Prinsens,0.0,0.0,0.0,0.0,10.0
Prinsensgt,0.0,0.0,0.0,0.0,10.0
Prinsesse,2.0,0.0,0.0,0.0,0.0
Prinsippet,0.0,0.0,2.0,0.0,0.0
Prinsippsak,0.0,2.0,0.0,0.0,0.0
Print-c,0.0,2.0,0.0,0.0,0.0
Prioritere,0.0,0.0,0.0,0.0,2.0
Prioritering,0.0,0.0,0.0,4.0,0.0
Prioriteringenenår,0.0,0.0,0.0,0.0,2.0
Prioriterte,0.0,0.0,0.0,1.0,1.0
Pris,4.0,0.0,0.0,5.0,77.0
Priscenlral,1.0,1.0,0.0,0.0,0.0
Priscn,0.0,0.0,0.0,0.0,2.0
Prisen,0.0,4.0,4.0,10.0,23.0
Prisene,0.0,4.0,0.0,0.0,0.0
Prislappen,0.0,0.0,0.0,0.0,2.0
Prisloven,2.0,0.0,0.0,0.0,0.0
Prisma,0.0,0.0,0.0,0.0,2.0
Prisme,0.0,0.0,0.0,0.0,10.0
Priss,0.0,2.0,0.0,0.0,0.0
Prisstabiliteten,2.0,0.0,0.0,0.0,0.0
Prisstopp,0.0,2.0,0.0,0.0,0.0
Prisutviklingen,4.0,0.0,0.0,0.0,0.0
Privat,2.0,4.0,0.0,0.0,4.0
Privatfolk,0.0,0.0,2.0,0.0,0.0
Privottelegram,0.0,2.0,0.0,0.0,0.0
Prix,1.0,1.0,0.0,0.0,0.0
Priyartglegram,2.0,0.0,0.0,0.0,0.0
Prmsensgt,0.0,0.0,0.0,0.0,2.0
Problem,0.0,0.0,0.0,4.0,0.0
Problemene,2.0,2.0,0.0,0.0,0.0
Problemenes,1.0,0.0,0.0,0.0,0.0
Problemet,2.0,3.0,11.0,6.0,28.0
Problemstillinga,0.0,0.0,0.0,0.0,2.0
Problemstillingen,0.0,0.0,0.0,2.0,0.0
Procknow,0.0,2.0,0.0,0.0,0.0
Prodifserer,2.0,0.0,0.0,0.0,0.0
Production,0.0,0.0,0.0,2.0,10.0
Produkber,0.0,0.0,2.0,0.0,0.0
Produksjon,2.0,0.0,0.0,4.0,18.0
Produksjonen,22.0,10.0,4.0,6.0,8.0
Produksjonscnhclen,0.0,0.0,0.0,0.0,1.0
Produksjonsen-,0.0,0.0,0.0,0.0,2.0
Produksjonsenheten,0.0,0.0,0.0,0.0,2.0
Produksjonskontroll,0.0,0.0,0.0,2.0,0.0
Produksjonslederen,0.0,0.0,0.0,0.0,16.0
Produksjonsproblemer,0.0,0.0,0.0,0.0,1.0
Produksjonssjef,0.0,0.0,0.0,4.0,0.0
Produktet,0.0,0.0,0.0,0.0,2.0
Produsenten,0.0,0.0,0.0,0.0,1.0
Produsentene,2.0,0.0,0.0,0.0,0.0
Produserer,0.0,0.0,0.0,2.0,0.0
Professor,20.0,4.0,24.0,37.0,23.0
Professoren,12.0,2.0,0.0,2.0,2.0
Profintern,0.0,0.0,0.0,0.0,2.0
Prognosene,0.0,0.0,0.0,2.0,0.0
Program-,0.0,2.0,0.0,0.0,0.0
Programbladet,0.0,0.0,0.0,0.0,2.0
Programleder,0.0,0.0,4.0,0.0,6.0
Programmet,4.0,2.0,6.0,6.0,2.0
Programposten,0.0,0.0,0.0,2.0,0.0
Promille,0.0,0.0,0.0,2.0,0.0
Properdin,4.0,0.0,0.0,0.0,0.0
Proposisjon,4.0,0.0,0.0,0.0,0.0
Proposisjonen,4.0,0.0,0.0,0.0,0.0
Prosessen,0.0,2.0,0.0,0.0,0.0
Prosjekter,0.0,0.0,0.0,2.0,0.0
Prosjektet,0.0,0.0,0.0,8.0,15.0
Prosjektilet,2.0,0.0,0.0,0.0,0.0
Prosjektleiinga,0.0,0.0,0.0,0.0,2.0
Prostagliindinene,0.0,0.0,2.0,0.0,0.0
Prostatavaksine,0.0,0.0,0.0,0.0,2.0
Prostøurjakov,2.0,0.0,0.0,0.0,0.0
Proteinmangelen,0.0,0.0,2.0,0.0,0.0
Protest,0.0,0.0,0.0,0.0,2.0
Protesttoget,0.0,1.0,1.0,0.0,0.0
Proteus,0.0,0.0,0.0,0.0,2.0
Proven,2.0,0.0,0.0,0.0,0.0
Provevaksinasjoner,0.0,4.0,0.0,0.0,0.0
Provevaksinen,0.0,0.0,0.0,0.0,2.0
Providence,0.0,8.0,0.0,0.0,0.0
Pryd,0.0,0.0,0.0,0.0,2.0
PrØV,0.0,0.0,0.0,0.0,1.0
Prøv,0.0,2.0,0.0,0.0,0.0
Prøvde,0.0,0.0,0.0,0.0,2.0
Prøvene,2.0,0.0,0.0,0.0,0.0
Prøver,4.0,0.0,0.0,0.0,9.0
Prøves,0.0,0.0,0.0,0.0,2.0
Prøvevaksinas,0.0,2.0,0.0,0.0,0.0
Prøvevaksinasjon,0.0,2.0,0.0,0.0,0.0
Prøvevaksinasjoner,0.0,4.0,0.0,0.0,0.0
Prøysenmonument,0.0,0.0,0.0,2.0,0.0
Psoriasis,0.0,0.0,0.0,4.0,0.0
Psychology,0.0,0.0,0.0,0.0,2.0
Pt,0.0,2.0,2.0,0.0,0.0
Ptttsburghs,2.0,0.0,0.0,0.0,0.0
Pub-planer,0.0,0.0,0.0,0.0,2.0
Public,6.0,0.0,0.0,0.0,14.0
Publikum,2.0,0.0,0.0,2.0,2.0
Pudding,2.0,0.0,0.0,0.0,0.0
Pullverdig,0.0,0.0,0.0,2.0,0.0
Puls,0.0,0.0,0.0,0.0,2.0
Pulver,0.0,0.0,0.0,0.0,1.0
Pumper,0.0,0.0,0.0,0.0,2.0
Pumping,0.0,1.0,1.0,0.0,0.0
Punktum,0.0,0.0,0.0,1.0,1.0
Purina,0.0,0.0,0.0,0.0,2.0
