,1950,1960,1970,1980,1990
fm,2.0,0.0,0.0,2.0,0.0
fm.,0.0,0.0,0.0,0.0,2.0
fmaminiisfcapar,0.0,2.0,0.0,0.0,0.0
fmm,2.0,0.0,0.0,0.0,0.0
fmst,0.0,0.0,0.0,0.0,2.0
fmt,0.0,0.0,0.0,0.0,2.0
fn,2.0,0.0,0.0,0.0,0.0
fncitf,2.0,0.0,0.0,0.0,0.0
fne,0.0,0.0,0.0,0.0,4.0
fnge,0.0,0.0,0.0,0.0,2.0
fniMke,0.0,0.0,2.0,0.0,0.0
fnr,2.0,3.0,1.0,0.0,0.0
fnrdelt,0.0,0.0,0.0,0.0,4.0
fnrelobig,2.0,0.0,0.0,0.0,0.0
fnrsoksvis,2.0,0.0,0.0,0.0,0.0
fnrste,0.0,0.0,0.0,0.0,2.0
fo,4.0,2.0,4.0,2.0,0.0
fo-,0.0,2.0,0.0,0.0,0.0
foHcehelse,0.0,0.0,0.0,2.0,0.0
foVskjellige,0.0,0.0,0.0,0.0,2.0
fobruar,2.0,0.0,0.0,0.0,0.0
fobtforsøk,0.0,2.0,0.0,0.0,0.0
fodselen,2.0,0.0,0.0,0.0,0.0
fodt,0.0,0.0,0.0,0.0,6.0
fodte,0.0,0.0,0.0,0.0,2.0
foegynner,2.0,0.0,0.0,0.0,0.0
fofetaM,2.0,0.0,0.0,0.0,0.0
fofotpostcn,2.0,0.0,0.0,0.0,0.0
foi,4.0,0.0,6.0,6.0,3.0
foi-m,0.0,2.0,0.0,0.0,0.0
foiberedelse,0.0,0.0,0.0,0.0,2.0
foik,0.0,1.0,1.0,0.0,0.0
foilik,2.0,0.0,0.0,0.0,0.0
foir,2.0,0.0,0.0,0.0,0.0
foisyninger,0.0,0.0,2.0,0.0,0.0
fokus,0.0,0.0,2.0,0.0,6.0
fol,0.0,0.0,1.0,7.0,0.0
folcr,0.0,0.0,0.0,2.0,0.0
fold,2.0,0.0,0.0,0.0,0.0
foler,1.0,2.0,1.0,2.0,0.0
folge,13.0,3.0,8.0,2.0,10.0
folgelig,0.0,2.0,0.0,0.0,0.0
folgende,2.0,2.0,0.0,3.0,5.0
folger,5.0,8.0,7.0,2.0,10.0
folk,100.0,135.0,74.0,114.0,307.0
folkcsport,0.0,0.0,0.0,2.0,0.0
folke,2.0,0.0,0.0,0.0,2.0
folkeavstemming,0.0,0.0,0.0,0.0,2.0
folkebiblioteket,0.0,0.0,0.0,0.0,2.0
folkeferd,0.0,0.0,0.0,2.0,0.0
folkeforakten,0.0,0.0,0.0,2.0,0.0
folkegrupper,0.0,0.0,0.0,0.0,2.0
folkehav,0.0,0.0,0.0,0.0,4.0
folkehelsa,0.0,0.0,0.0,0.0,3.0
folkehelscn,0.0,0.0,0.0,0.0,2.0
folkehelse,10.0,14.0,36.0,93.0,260.0
folkehelselnstituttets,0.0,2.0,0.0,0.0,0.0
folkehelsen,4.0,12.0,20.0,12.0,22.0
folkehelseperspektiv,0.0,0.0,0.0,0.0,2.0
folkehelser,0.0,0.0,0.0,2.0,0.0
folkehelses,0.0,0.0,0.0,0.0,2.0
folkehøgskole,0.0,0.0,0.0,2.0,0.0
folkehøyskolene,0.0,0.0,0.0,4.0,0.0
folkekrav,0.0,0.0,0.0,0.0,2.0
folkelivssjukdomane,0.0,0.0,0.0,2.0,0.0
folkelivsskildres,2.0,0.0,0.0,0.0,0.0
folkemeningen,0.0,0.0,0.0,0.0,2.0
folkemunne,0.0,0.0,0.0,2.0,2.0
folkene,2.0,0.0,0.0,0.0,0.0
folkeopplysning,0.0,0.0,0.0,2.0,0.0
folkerett,2.0,0.0,0.0,0.0,0.0
folkerikeste,0.0,0.0,2.0,0.0,0.0
folkesjela,0.0,0.0,0.0,2.0,0.0
folkesjelen,0.0,2.0,0.0,0.0,0.0
folkesjukdommane,0.0,0.0,0.0,0.0,1.0
folkeskole,2.0,0.0,0.0,0.0,0.0
folkeskolebarn,8.0,4.0,0.0,0.0,0.0
folkeskolebarna,12.0,0.0,0.0,0.0,0.0
folkeskolen,9.0,3.0,0.0,0.0,0.0
folkeskolene,8.0,2.0,0.0,0.0,0.0
folkeskolens,42.0,4.0,0.0,0.0,0.0
folkeskoler,2.0,0.0,0.0,0.0,0.0
folkeskulane,2.0,0.0,0.0,0.0,0.0
folkeskulealderen,0.0,0.0,0.0,0.0,2.0
folkeskulen,2.0,0.0,0.0,0.0,0.0
folkeslag,2.0,0.0,0.0,0.0,0.0
folkesykddm,2.0,0.0,0.0,0.0,0.0
folkesykdom,2.0,4.0,2.0,0.0,2.0
folkesykdommen,0.0,0.0,0.0,0.0,2.0
folkesykdommer,0.0,4.0,0.0,0.0,0.0
folket,20.0,2.0,5.0,7.0,10.0
folketingsvalg,2.0,0.0,0.0,0.0,0.0
folketrygdens,0.0,0.0,0.0,2.0,0.0
folkevaksinasjon,4.0,0.0,0.0,0.0,0.0
folkevandring,0.0,0.0,0.0,0.0,2.0
folks,0.0,0.0,2.0,6.0,0.0
folsomme,0.0,2.0,0.0,0.0,2.0
folsomt,0.0,0.0,2.0,0.0,0.0
folsp,2.0,0.0,0.0,0.0,0.0
folte,2.0,0.0,0.0,0.0,0.0
fomUtUcv,0.0,0.0,0.0,0.0,2.0
fonlelt,0.0,0.0,0.0,0.0,2.0
fonn,0.0,5.0,1.0,2.0,2.0
fonnen,0.0,2.0,0.0,2.0,0.0
fonner,0.0,0.0,0.0,0.0,1.0
fonnet,0.0,0.0,0.0,0.0,1.0
fonni,2.0,0.0,0.0,0.0,0.0
fonsok,2.0,0.0,0.0,0.0,0.0
fonwyd,0.0,0.0,0.0,1.0,1.0
for,2507.0,1920.0,1395.0,2373.0,5528.0
for-,4.0,8.0,4.0,8.0,8.0
for-.alle,2.0,0.0,0.0,0.0,0.0
for-tilskot,0.0,0.0,0.0,2.0,0.0
for.ns,2.0,0.0,0.0,0.0,0.0
for.sok,2.0,0.0,0.0,0.0,0.0
forJZ,0.0,0.0,0.0,2.0,0.0
forP.R,0.0,0.0,0.0,0.0,4.0
fora,0.0,2.0,0.0,2.0,14.0
foraknlng,0.0,0.0,2.0,0.0,0.0
forakt,0.0,0.0,0.0,0.0,2.0
forakten,0.0,0.0,0.0,0.0,1.0
foralkr,0.0,0.0,0.0,0.0,2.0
foran,2.0,6.0,10.0,14.0,28.0
foranderlighet,0.0,0.0,0.0,2.0,0.0
forandrar,0.0,0.0,0.0,1.0,1.0
forandrcs,0.0,0.0,0.0,2.0,0.0
forandre,0.0,0.0,3.0,5.0,2.0
forandrer,0.0,6.0,0.0,8.0,24.0
forandres,2.0,0.0,0.0,8.0,4.0
forandret,2.0,0.0,2.0,2.0,2.0
forandring,2.0,2.0,4.0,4.0,2.0
forandringer,4.0,0.0,0.0,0.0,2.0
foranlediger,0.0,0.0,4.0,0.0,0.0
foranstaltninger,4.0,0.0,0.0,0.0,0.0
forarbeide,2.0,0.0,0.0,0.0,0.0
forarbeidet,0.0,0.0,0.0,2.0,0.0
forarsaket,0.0,0.0,0.0,1.0,3.0
forbedre,2.0,0.0,2.0,2.0,64.0
forbedres,4.0,0.0,0.0,2.0,0.0
forbedret,16.0,0.0,10.0,6.0,12.0
forbedring,0.0,0.0,0.0,0.0,2.0
forbehold,18.0,0.0,0.0,0.0,0.0
forbeholde,2.0,3.0,1.0,0.0,0.0
forbeholder,2.0,0.0,0.0,0.0,2.0
forbeholdes,1.0,3.0,2.0,4.0,0.0
forbeholdne,2.0,0.0,0.0,0.0,0.0
forbeholdt,6.0,0.0,14.0,6.0,2.0
forbenet,0.0,0.0,0.0,0.0,4.0
forberdt,0.0,0.0,2.0,0.0,0.0
forberede,0.0,6.0,0.0,3.0,3.0
forberedelser,4.0,0.0,0.0,0.0,1.0
forberedende,6.0,0.0,0.0,0.0,4.0
forbereder,8.0,0.0,2.0,1.0,13.0
forberedes,2.0,0.0,0.0,0.0,4.0
forberedi,1.0,1.0,0.0,0.0,0.0
forberedt,12.0,4.0,28.0,4.0,15.0
forberedte,2.0,0.0,0.0,0.0,0.0
forbi,4.0,4.0,0.0,0.0,6.0
forbifarten,2.0,0.0,0.0,0.0,2.0
forbigftenclo,0.0,2.0,0.0,0.0,0.0
forbigående,0.0,2.0,4.0,0.0,0.0
forbihdelse,2.0,0.0,0.0,0.0,0.0
forbiktighet,0.0,0.0,2.0,0.0,0.0
forbildet,6.0,0.0,0.0,0.0,0.0
forbindel,2.0,0.0,0.0,0.0,0.0
forbindelse,48.0,23.0,19.0,29.0,91.0
forbindelsen,2.0,0.0,0.0,0.0,0.0
forbindelser,4.0,0.0,0.0,0.0,0.0
forbindelso,0.0,0.0,2.0,0.0,0.0
forbinder,0.0,0.0,0.0,0.0,2.0
forbindingsstoffer,0.0,2.0,0.0,0.0,0.0
forbitrelse,0.0,0.0,2.0,0.0,0.0
forblanderiene,0.0,2.0,0.0,0.0,0.0
forblir,0.0,2.0,0.0,0.0,2.0
forbløffe,0.0,0.0,0.0,2.0,2.0
forbløffet,0.0,0.0,0.0,0.0,2.0
forbmdelse,0.0,0.0,0.0,0.0,2.0
forbrenninger,0.0,2.0,0.0,0.0,0.0
forbrent,2.0,0.0,0.0,0.0,2.0
forbritiske,0.0,0.0,2.0,0.0,0.0
forbruk,4.0,8.0,0.0,6.0,4.0
forbrukeren,2.0,0.0,0.0,2.0,0.0
forbrukern,2.0,0.0,0.0,0.0,0.0
forbrukerne,4.0,0.0,2.0,0.0,0.0
forbrukes,4.0,0.0,0.0,0.0,0.0
forbruket,0.0,0.0,0.0,4.0,4.0
forbruksvare,0.0,0.0,2.0,0.0,0.0
forbrytelse,2.0,0.0,0.0,0.0,0.0
forbryter,1.0,1.0,0.0,0.0,0.0
forbryter-fiendtlig,0.0,4.0,0.0,0.0,0.0
forbud,32.0,0.0,3.0,3.0,4.0
forbudet,26.0,0.0,0.0,4.0,0.0
forbudslisten,0.0,0.0,0.0,0.0,8.0
forbudt,8.0,0.0,0.0,0.0,2.0
forbund,6.0,0.0,0.0,0.0,0.0
forbundet,10.0,2.0,4.0,8.0,4.0
forbundets,2.0,2.0,0.0,0.0,0.0
forbundskanner,2.0,0.0,0.0,0.0,0.0
forbundsleder,0.0,0.0,0.0,0.0,2.0
forby,0.0,0.0,0.0,0.0,4.0
forbygge,0.0,2.0,0.0,0.0,0.0
forbyggende,0.0,0.0,0.0,0.0,14.0
forbyr,0.0,0.0,0.0,0.0,2.0
forbéredes,2.0,0.0,0.0,0.0,0.0
forciommcl.se,0.0,2.0,0.0,0.0,0.0
forckarar,0.0,0.0,0.0,1.0,1.0
forcldre,0.0,0.0,0.0,0.0,4.0
forclobig,0.0,1.0,3.0,0.0,0.0
forclopig,0.0,0.0,2.0,0.0,0.0
forcspdrsel,2.0,0.0,0.0,0.0,0.0
fordel,23.0,21.0,6.0,4.0,5.0
fordele,2.0,0.0,0.0,0.0,0.0
fordelen,4.0,0.0,0.0,2.0,2.0
fordelene,14.0,2.0,0.0,0.0,0.0
fordeler,24.0,10.0,0.0,4.0,4.0
fordeles,10.0,0.0,4.0,3.0,3.0
fordeli,0.0,0.0,0.0,0.0,2.0
fordeling,4.0,0.0,4.0,2.0,2.0
fordelingen,2.0,2.0,12.0,0.0,0.0
fordelt,10.0,0.0,4.0,6.0,75.0
fordelte,0.0,1.0,1.0,1.0,1.0
fordi,94.0,90.0,108.0,115.0,207.0
fordii,0.0,2.0,0.0,0.0,0.0
fordnbig,2.0,0.0,0.0,0.0,0.0
fordoblet,2.0,0.0,0.0,0.0,0.0
fordommar,0.0,0.0,0.0,0.0,2.0
fordommene,2.0,0.0,0.0,0.0,0.0
fordommer,0.0,0.0,2.0,2.0,6.0
fordra,0.0,0.0,0.0,0.0,2.0
fordragelighet,2.0,0.0,0.0,0.0,0.0
fordrive,0.0,0.0,0.0,0.0,4.0
fordummende,2.0,0.0,0.0,0.0,0.0
fordélene,0.0,2.0,0.0,0.0,0.0
fordømme,4.0,0.0,0.0,0.0,0.0
fore,11.0,5.0,6.0,13.0,5.0
fore-,0.0,0.0,2.0,0.0,4.0
fore.-.la,2.0,0.0,0.0,0.0,0.0
foreb,0.0,0.0,2.0,0.0,0.0
forebvggende,0.0,0.0,0.0,2.0,0.0
forebyg,0.0,0.0,0.0,0.0,2.0
forebygde,0.0,0.0,2.0,0.0,0.0
forebygende,0.0,0.0,0.0,0.0,2.0
forebygga,2.0,0.0,0.0,0.0,0.0
forebyggc,2.0,0.0,0.0,0.0,0.0
forebygge,55.0,32.0,42.0,40.0,41.0
forebyggei,0.0,0.0,0.0,0.0,2.0
forebyggelee,0.0,2.0,0.0,0.0,0.0
forebyggelse,4.0,23.0,3.0,12.0,5.0
forebyggelsen,2.0,0.0,0.0,0.0,0.0
forebyggelser,2.0,0.0,0.0,0.0,0.0
forebyggemde,0.0,0.0,2.0,0.0,0.0
forebyggende,38.0,43.0,92.0,41.0,94.0
forebygger,14.0,4.0,2.0,2.0,7.0
forebygges,4.0,17.0,9.0,2.0,37.0
forebygget,9.0,1.0,0.0,4.0,0.0
forebygging,0.0,2.0,0.0,2.0,14.0
forebyggingsprogram,0.0,0.0,0.0,0.0,2.0
forebyggja,0.0,0.0,0.0,2.0,0.0
forebyggjing,0.0,0.0,0.0,0.0,2.0
forebyggé,0.0,0.0,2.0,0.0,0.0
foredle,0.0,0.0,2.0,0.0,0.0
foredles,2.0,0.0,0.0,0.0,0.0
foredlet,2.0,0.0,0.0,0.0,0.0
foredrag,14.0,4.0,0.0,1.0,3.0
foredraget,0.0,0.0,0.0,0.0,4.0
foredragsholder,0.0,0.0,0.0,0.0,2.0
foredragsholderen,0.0,2.0,0.0,0.0,0.0
forefinnes,0.0,0.0,8.0,0.0,0.0
foregangs-,2.0,0.0,0.0,0.0,0.0
foregav,0.0,2.0,0.0,0.0,0.0
foregftr,0.0,0.0,0.0,2.0,0.0
foregi,0.0,0.0,2.0,0.0,0.0
foregikk,0.0,2.0,0.0,4.0,0.0
foregå,10.0,0.0,0.0,0.0,0.0
foregående,2.0,0.0,0.0,0.0,0.0
foregår,21.0,9.0,9.0,20.0,14.0
foregått,0.0,2.0,4.0,4.0,6.0
forehygge,0.0,0.0,2.0,0.0,0.0
forehyggene,2.0,0.0,0.0,0.0,0.0
foreilgg.r,0.0,0.0,0.0,0.0,2.0
foreining,0.0,0.0,1.0,1.0,0.0
forekom,0.0,0.0,8.0,0.0,0.0
forekomme,0.0,0.0,0.0,0.0,4.0
forekommei,0.0,0.0,0.0,0.0,2.0
forekommende,0.0,0.0,0.0,0.0,4.0
forekommer,11.0,2.0,6.0,11.0,13.0
forekommet,0.0,16.0,0.0,2.0,0.0
forekomst,0.0,0.0,0.0,0.0,2.0
forekomsten,0.0,0.0,0.0,0.0,20.0
forekomstene,0.0,0.0,2.0,0.0,0.0
forekomster,0.0,0.0,0.0,0.0,2.0
forekon,2.0,0.0,0.0,0.0,0.0
forel-,0.0,0.0,0.0,0.0,3.0
forelabig,0.0,0.0,4.0,0.0,0.0
forelabige,2.0,0.0,0.0,0.0,0.0
forelagt,4.0,0.0,0.0,0.0,0.0
forelannonse,0.0,0.0,0.0,0.0,1.0
foreld,0.0,0.0,0.0,0.0,17.0
foreld-,0.0,0.0,0.0,0.0,8.0
foreldet,2.0,0.0,0.0,0.0,0.0
foreldn,0.0,0.0,0.0,0.0,2.0
foreldra,0.0,0.0,0.0,0.0,2.0
foreldrcne,0.0,0.0,0.0,0.0,2.0
foreldre,28.0,14.0,1.0,55.0,910.0
foreldrebrosjyren,0.0,0.0,0.0,0.0,2.0
foreldrene,14.0,2.0,18.0,11.0,23.0
foreldrenes,2.0,0.0,0.0,0.0,2.0
foreldrené,2.0,0.0,0.0,0.0,0.0
foreldres,0.0,0.0,0.0,0.0,2.0
forelegg,0.0,0.0,0.0,0.0,2.0
forelegges,2.0,0.0,0.0,2.0,0.0
forelesning,0.0,0.0,0.0,4.0,0.0
forelesninger,2.0,0.0,0.0,0.0,0.0
forelicger,4.0,0.0,0.0,0.0,0.0
foreligg,0.0,0.0,0.0,2.0,0.0
foreligge,6.0,4.0,8.0,29.0,25.0
foreligger,38.0,20.0,11.0,32.0,29.0
forelobia,2.0,0.0,0.0,0.0,0.0
forelobiff,2.0,0.0,0.0,0.0,0.0
forelobig,8.0,7.0,10.0,1.0,0.0
forelobige,1.0,1.0,0.0,0.0,0.0
forelobir,0.0,0.0,2.0,0.0,0.0
foreloblg,0.0,2.0,0.0,0.0,0.0
forelopig,2.0,2.0,2.0,0.0,0.0
forelopige,2.0,0.0,0.0,0.0,0.0
forelskelsens,0.0,0.0,0.0,0.0,2.0
forelupiK,0.0,2.0,0.0,0.0,0.0
forelå,8.0,0.0,2.0,2.0,0.0
forelø-,0.0,0.0,0.0,0.0,2.0
foreløbig,18.0,4.0,15.0,9.0,6.0
foreløbige,16.0,2.0,0.0,0.0,0.0
foreløblg,0.0,2.0,0.0,2.0,0.0
foreløp,0.0,0.0,0.0,0.0,2.0
foreløpig,48.0,41.0,27.0,70.0,96.0
foreløpige,18.0,6.0,0.0,4.0,18.0
foren,0.0,0.0,0.0,0.0,2.0
forenede,1.0,11.0,0.0,0.0,0.0
forener,0.0,0.0,0.0,0.0,2.0
forenet,6.0,0.0,0.0,0.0,0.0
forening,4.0,0.0,0.0,2.0,0.0
foreningen,4.0,4.0,0.0,0.0,2.0
foreningens,5.0,3.0,0.0,2.0,0.0
foreninger,0.0,2.0,0.0,0.0,0.0
forenkle,0.0,2.0,0.0,0.0,0.0
forenklede,2.0,0.0,0.0,0.0,2.0
forenklet,1.0,1.0,0.0,2.0,1.0
forenkling,1.0,0.0,0.0,2.0,0.0
forent,10.0,0.0,0.0,0.0,0.0
forente,78.0,10.0,0.0,0.0,0.0
foreoygpe,2.0,0.0,0.0,0.0,0.0
forer,2.0,2.0,0.0,2.0,0.0
fores,3.0,1.0,0.0,4.0,0.0
foreskrevet,0.0,2.0,0.0,0.0,2.0
foreskrevne,0.0,0.0,0.0,0.0,2.0
foreskrive,0.0,0.0,0.0,0.0,2.0
foreslfttt,0.0,0.0,2.0,0.0,0.0
foreslo,3.0,0.0,2.0,0.0,0.0
foreslå,6.0,0.0,0.0,4.0,0.0
foreslåes,2.0,0.0,0.0,0.0,0.0
foreslår,12.0,0.0,0.0,4.0,20.0
foreslås,3.0,3.0,0.0,0.0,2.0
foreslått,20.0,13.0,0.0,2.0,0.0
foreslått-,2.0,0.0,0.0,0.0,0.0
forespeilte,0.0,0.0,2.0,0.0,0.0
foresporsler,0.0,0.0,4.0,0.0,2.0
forespurt,0.0,2.0,2.0,2.0,0.0
forespørsel,10.0,1.0,3.0,4.0,6.0
forespørsler,0.0,1.0,3.0,2.0,7.0
forestille,0.0,0.0,0.0,4.0,0.0
forestående,1.0,1.0,0.0,6.0,2.0
forestår,0.0,0.0,2.0,0.0,0.0
foret,2.0,0.0,3.0,5.0,6.0
foretOk,0.0,2.0,0.0,0.0,0.0
foreta,17.0,19.0,4.0,2.0,2.0
foreta-s,0.0,0.0,2.0,0.0,0.0
foretaitt,0.0,2.0,0.0,0.0,0.0
foretar,6.0,0.0,2.0,10.0,4.0
foretas,13.0,11.0,6.0,2.0,15.0
foretatt,74.0,27.0,11.0,4.0,12.0
foreteelse,0.0,0.0,2.0,0.0,0.0
foretek,1.0,0.0,0.0,0.0,0.0
foretok,0.0,15.0,3.0,0.0,2.0
foretrakk,0.0,0.0,10.0,0.0,0.0
foretrekker,0.0,0.0,2.0,1.0,1.0
foretrukket,0.0,0.0,0.0,0.0,4.0
forf.,0.0,0.0,0.0,2.0,0.0
forfalle,0.0,0.0,0.0,0.0,2.0
forfatning,0.0,0.0,2.0,0.0,0.0
forfattar,2.0,2.0,2.0,0.0,0.0
forfattaren,0.0,0.0,0.0,0.0,2.0
forfatter,0.0,2.0,0.0,2.0,0.0
forfatterne,0.0,0.0,0.0,2.0,0.0
forfedre,0.0,0.0,0.0,2.0,0.0
forferde-f,0.0,0.0,2.0,0.0,0.0
forferdeleg,0.0,0.0,0.0,0.0,2.0
forferdelig,4.0,0.0,0.0,2.0,6.0
forferdelige,0.0,6.0,2.0,2.0,0.0
forferdelse,0.0,0.0,2.0,0.0,0.0
forferdet,0.0,0.0,0.0,2.0,0.0
forfjor,0.0,0.0,0.0,0.0,2.0
forflrsaket,0.0,0.0,1.0,1.0,0.0
forflytter,0.0,0.0,0.0,2.0,0.0
forfra,0.0,4.0,0.0,0.0,0.0
forføyer,0.0,2.0,0.0,0.0,0.0
forgifter,0.0,2.0,0.0,0.0,0.0
forgiftete,0.0,0.0,0.0,0.0,4.0
forgiftingen,2.0,0.0,0.0,0.0,0.0
forgiftning,0.0,0.0,2.0,0.0,2.0
forgiftningen,0.0,0.0,2.0,0.0,0.0
forgjengere,2.0,0.0,0.0,0.0,0.0
forgårs,0.0,0.0,0.0,0.0,2.0
forhand,24.0,6.0,0.0,6.0,10.0
forhandle,6.0,0.0,0.0,0.0,0.0
forhandlere,0.0,0.0,0.0,2.0,0.0
forhandles,0.0,2.0,0.0,0.0,0.0
forhandlet,2.0,0.0,0.0,0.0,0.0
forhandlingene,1.0,2.0,1.0,0.0,0.0
forhandlinger,0.0,0.0,0.0,0.0,10.0
forhandlingsleder,0.0,0.0,0.0,0.0,2.0
forhandlingsrett,0.0,0.0,0.0,2.0,0.0
forhandsreg,0.0,0.0,0.0,0.0,2.0
forhandsrontget,0.0,0.0,0.0,3.0,3.0
forhapentligvis,0.0,0.0,0.0,0.0,2.0
forhaste,0.0,8.0,0.0,0.0,0.0
forheholdne,2.0,0.0,0.0,0.0,0.0
forhftptntkj,0.0,0.0,0.0,2.0,0.0
forhindrar,0.0,1.0,1.0,0.0,0.0
forhindre,4.0,6.0,16.0,42.0,41.0
forhindrer,2.0,4.0,2.0,14.0,16.0
forhindres,0.0,1.0,1.0,1.0,3.0
forhindret,0.0,2.0,4.0,8.0,0.0
forhindrér,0.0,0.0,2.0,0.0,0.0
forhold,31.0,50.0,12.0,35.0,33.0
forholde,4.0,2.0,0.0,0.0,6.0
forholdene,4.0,5.0,7.0,0.0,11.0
forholder,0.0,1.0,1.0,0.0,2.0
forholdet,7.0,3.0,0.0,4.0,8.0
forholds,0.0,0.0,0.0,0.0,2.0
forholdsregel,0.0,0.0,4.0,0.0,0.0
forholdsreglene,0.0,2.0,0.0,0.0,2.0
forholdsregler,8.0,6.0,14.0,7.0,27.0
forholdsskal,2.0,0.0,0.0,0.0,0.0
forholdsvis,12.0,14.0,7.0,24.0,5.0
forhoyelse,2.0,0.0,0.0,0.0,0.0
forhånd,8.0,2.0,9.0,5.0,18.0
forhånden,2.0,0.0,0.0,0.0,0.0
forhåndsbestilhng,2.0,0.0,0.0,0.0,0.0
forhåndsbestilling,6.0,0.0,0.0,0.0,0.0
forhåndsdata,0.0,0.0,0.0,2.0,0.0
forhåndshjelp,0.0,0.0,0.0,0.0,2.0
forhåndsreglene,0.0,0.0,0.0,2.0,0.0
forhåndsregler,0.0,0.0,0.0,0.0,4.0
forhåndsrøntget,0.0,0.0,0.0,2.0,2.0
forhåndsvarsel,2.0,0.0,2.0,0.0,0.0
forhåpentleg,0.0,0.0,1.0,1.0,0.0
forhåpentlig,6.0,4.0,2.0,10.0,2.0
forhåpentligvis,2.0,0.0,2.0,18.0,4.0
forhåpning,2.0,0.0,0.0,0.0,0.0
forhåpningene,4.0,0.0,0.0,0.0,0.0
forhåpninger,8.0,2.0,0.0,0.0,19.0
forhåprunger,0.0,0.0,0.0,2.0,0.0
forhørsforklaringene,2.0,0.0,0.0,0.0,0.0
forhørt,0.0,2.0,0.0,0.0,0.0
forhøyelse,0.0,0.0,0.0,2.0,0.0
forhøyes,0.0,0.0,0.0,2.0,0.0
fori,0.0,0.0,0.0,0.0,2.0
foriiialniilrept,0.0,2.0,0.0,0.0,0.0
foriitsetningen,2.0,0.0,0.0,0.0,0.0
foriker,2.0,0.0,0.0,0.0,0.0
foring,0.0,0.0,0.0,3.0,7.0
foringsbetingende,0.0,0.0,2.0,0.0,0.0
forisail,0.0,2.0,0.0,0.0,0.0
forjgere,0.0,0.0,0.0,0.0,2.0
forkant,0.0,0.0,0.0,2.0,19.0
forkastelse,2.0,0.0,0.0,0.0,2.0
forkj,2.0,0.0,0.0,0.0,0.0
forkjdelsesvaksine,0.0,2.0,0.0,0.0,0.0
forkjdlelses-sykdommer,1.0,1.0,0.0,0.0,0.0
forkjdlelsessykdommer,1.0,1.0,0.0,0.0,0.0
forkjemperen,4.0,0.0,0.0,0.0,0.0
forkjemperén,2.0,0.0,0.0,0.0,0.0
forkjoielse,2.0,0.0,0.0,0.0,0.0
forkjolcl.se,0.0,0.0,2.0,0.0,0.0
forkjolel,1.0,0.0,0.0,0.0,0.0
forkjolelec,0.0,0.0,2.0,0.0,0.0
forkjolelse,4.0,8.0,17.0,2.0,0.0
forkjolelsene,2.0,0.0,0.0,0.0,0.0
forkjolelsens,0.0,0.0,2.0,0.0,0.0
forkjolelsesbasiller,0.0,2.0,0.0,0.0,0.0
forkjolelsesepidemier,0.0,0.0,2.0,0.0,0.0
forkjolelsessykdommer,2.0,2.0,0.0,0.0,0.0
forkjolelsesvaksine,0.0,0.0,2.0,0.0,0.0
forkjolelsesvirus,2.0,0.0,4.0,0.0,0.0
forkjolet,2.0,0.0,0.0,0.0,0.0
forkjolte,0.0,0.0,2.0,0.0,0.0
forkjopet,4.0,0.0,0.0,0.0,0.0
forkjrilel.se,0.0,2.0,0.0,0.0,0.0
forkjøieise,2.0,2.0,0.0,0.0,0.0
forkjøielse,0.0,2.0,0.0,0.0,0.0
forkjøjlelsesforslkrlng,0.0,2.0,0.0,0.0,0.0
forkjøl,0.0,0.0,2.0,0.0,0.0
forkjøl-,0.0,2.0,0.0,0.0,0.0
forkjøla,0.0,0.0,0.0,0.0,2.0
forkjølalse,1.0,1.0,0.0,0.0,0.0
forkjølclscsvirus,0.0,0.0,4.0,0.0,0.0
forkjøleise,0.0,0.0,0.0,0.0,2.0
forkjølelse,76.0,201.0,71.0,32.0,27.0
forkjølelsen,4.0,2.0,2.0,1.0,15.0
forkjølelsene,8.0,0.0,0.0,0.0,0.0
forkjølelsens,0.0,0.0,4.0,0.0,0.0
forkjølelser,1.0,47.0,0.0,0.0,2.0
forkjølelses,0.0,2.0,2.0,0.0,0.0
forkjølelses-,0.0,0.0,2.0,0.0,0.0
forkjølelses-vaksinen,4.0,0.0,0.0,0.0,0.0
forkjølelses-virus,0.0,10.0,0.0,0.0,0.0
forkjølelsesepidemier,0.0,4.0,0.0,0.0,0.0
forkjølelsesesong,0.0,2.0,0.0,0.0,0.0
forkjølelsesmedisiner,0.0,0.0,0.0,0.0,2.0
forkjølelsessjukdommer,0.0,6.0,0.0,0.0,0.0
forkjølelsessykdommer,6.0,14.0,0.0,0.0,0.0
forkjølelsessykdommér,1.0,1.0,0.0,0.0,0.0
forkjølelsessår,0.0,0.0,0.0,0.0,2.0
forkjølelsesvaksine,1.0,3.0,16.0,0.0,0.0
forkjølelsesvaksinen,0.0,0.0,0.0,0.0,2.0
forkjølelsesvirus,12.0,5.0,7.0,4.0,0.0
forkjølelsesviruset,0.0,0.0,0.0,2.0,0.0
forkjølelsevirus,2.0,0.0,0.0,0.0,0.0
forkjølet,2.0,0.0,0.0,2.0,8.0
forkjøling,2.0,0.0,2.0,0.0,0.0
forkjølingi,2.0,0.0,0.0,0.0,0.0
forkjølingssesongen,0.0,0.0,0.0,0.0,1.0
forkjølkelsesvaksine,0.0,0.0,10.0,0.0,0.0
forkjølt,0.0,2.0,0.0,0.0,0.0
forkjølte,1.0,0.0,0.0,0.0,0.0
forkjøltes,0.0,2.0,0.0,0.0,0.0
forkjøpet,0.0,0.0,2.0,5.0,3.0
